0.083333256	0.3986	1.85	0.4146	2.2346	0.342784	1.8096	0.774	2.262	0.436	2.338	0.45968	2.48976	0.513344	2.511184	0.45968	2.48976	0.48	2.6756	2.74	0.472784	2.85064	2.835664	0.508144	2.876224	2.840864	0.458	2.855	2.7706	0.640065	3.339281	3.568705	0.63648	3.17928	3.373344	0.6296	3.3256	3.493	0.72384	3.41848	3.489824
0.100000148	0.406	1.852	0.421	2.237	0.350064	1.81168	0.7806	2.263	0.446	2.342	0.47216	2.49392	0.5252	2.51368	0.47216	2.49392	0.491	2.678	2.745	0.48464	2.85376	2.84128	0.52208	2.87976	2.843984	0.468	2.858	2.773	0.652961	3.344481	3.574945	0.64896	3.18448	3.37896	0.6416	3.3296	3.497	0.73632	3.42368	3.491904
0.133333062	0.419	1.856	0.432	2.24	0.36192	1.81376	0.794	2.264	0.464	2.3486	0.49296	2.50016	0.54496	2.517424	0.49296	2.50016	0.51	2.6836	2.7546	0.50336	2.85896	2.850224	0.542464	2.88496	2.8496	0.486	2.864	2.776	0.675841	3.354465	3.587425	0.676	3.19488	3.38832	0.662	3.339	3.504	0.758784	3.432624	3.49648
0.149999741	0.4246	1.858	0.439	2.2426	0.368784	1.814384	0.8	2.265	0.472	2.352	0.502944	2.502864	0.55328	2.51888	0.502944	2.502864	0.518	2.6856	2.758	0.51168	2.861664	2.85376	0.5512	2.88704	2.85272	0.493	2.866	2.7776	0.686241	3.358625	3.593665	0.6864	3.19696	3.39248	0.6706	3.3436	3.507	0.76752	3.436784	3.49856
0.200000362	0.44	1.862	0.455	2.246	0.382304	1.81584	0.8166	2.266	0.4956	2.36	0.52832	2.510144	0.57824	2.523664	0.52832	2.510144	0.541	2.6916	2.7686	0.533104	2.86728	2.86312	0.574704	2.89328	2.859584	0.514	2.873	2.7816	0.711201	3.369441	3.606561	0.716144	3.2084	3.40392	0.6956	3.354	3.5156	0.79456	3.448224	3.50272
0.25	0.454	1.866	0.468	2.2496	0.3952	1.818544	0.83	2.267	0.514	2.366	0.54912	2.516384	0.59904	2.5272	0.54912	2.516384	0.56	2.6976	2.778	0.55328	2.87248	2.87144	0.59488	2.899104	2.865824	0.532	2.878	2.7856	0.734081	3.379425	3.618625	0.739024	3.21776	3.41328	0.7176	3.364	3.522	0.817024	3.45696	3.507504
0.316666178	0.469	1.8706	0.4836	2.2546	0.40976	1.82104	0.848	2.268	0.538	2.374	0.57616	2.52304	0.62296	2.531984	0.57616	2.52304	0.582	2.7036	2.7886	0.574704	2.87872	2.881424	0.61776	2.905344	2.872064	0.5526	2.884	2.7896	0.761121	3.391905	3.632145	0.76544	3.23024	3.424304	0.743	3.376	3.531	0.84448	3.469024	3.512704
0.400000592	0.486	1.874	0.5	2.2596	0.4264	1.823744	0.867	2.2696	0.5626	2.382	0.603824	2.53136	0.650624	2.5376	0.603824	2.53136	0.606	2.71	2.8006	0.59904	2.88496	2.891824	0.64272	2.912	2.880384	0.5766	2.8916	2.7936	0.790865	3.404385	3.647121	0.79456	3.24272	3.43616	0.7706	3.3896	3.5396	0.874224	3.48088	3.51832
0.500000309	0.504	1.88	0.519	2.2636	0.44512	1.82624	0.888	2.27	0.59	2.3916	0.6344	2.539264	0.68016	2.542384	0.6344	2.539264	0.632	2.717	2.813	0.62608	2.891824	2.90264	0.669344	2.919904	2.887664	0.602	2.898	2.799	0.822481	3.418321	3.662305	0.82576	3.256864	3.449264	0.8016	3.402	3.5496	0.90688	3.4944	3.52352
0.633332656	0.5256	1.886	0.5426	2.27	0.46592	1.8304	0.912	2.272	0.622	2.402	0.6708	2.548	0.715104	2.548	0.6708	2.548	0.662	2.725	2.827	0.65728	2.89952	2.915744	0.70096	2.928224	2.897024	0.6326	2.9076	2.8036	0.860961	3.433921	3.681025	0.861744	3.272464	3.4632	0.838	3.419	3.56	0.94536	3.51	3.530384
0.799999658	0.5496	1.892	0.5696	2.2756	0.4888	1.833104	0.94	2.274	0.658	2.4136	0.71136	2.5584	0.75296	2.55424	0.71136	2.5584	0.696	2.7346	2.8436	0.69264	2.909504	2.929264	0.735904	2.937584	2.9068	0.6666	2.916	2.8096	0.901105	3.452225	3.699745	0.90272	3.29056	3.480464	0.8776	3.437	3.5726	0.988	3.52664	3.53808
1	0.574	1.899	0.5976	2.2826	0.514384	1.83664	0.97	2.2756	0.6976	2.4256	0.75504	2.568384	0.796224	2.562144	0.75504	2.568384	0.7326	2.7436	2.8606	0.73008	2.91824	2.94424	0.77376	2.946944	2.917824	0.7026	2.926	2.8156	0.946241	3.471361	3.720961	0.945984	3.30928	3.497104	0.9216	3.4556	3.585	1.03376	3.54432	3.545984
1.266666964	0.6046	1.907	0.6316	2.2896	0.54496	1.83976	1.0046	2.277	0.7436	2.4406	0.80704	2.58024	0.84656	2.569424	0.80704	2.58024	0.776	2.7556	2.8806	0.77376	2.92968	2.961504	0.819104	2.959424	2.92968	0.748	2.938	2.8226	0.998241	3.493825	3.745505	0.99632	3.330704	3.51728	0.9716	3.4776	3.6	1.088464	3.56616	3.55472
1.58333399	0.6366	1.916	0.6676	2.2976	0.5772	1.84392	1.042	2.279	0.792	2.4556	0.86112	2.59272	0.899184	2.577744	0.86112	2.59272	0.822	2.767	2.901	0.8216	2.941744	2.9796	0.866944	2.970864	2.942784	0.794	2.95	2.8296	1.054401	3.516705	3.770465	1.0504	3.35504	3.53808	1.0266	3.5016	3.6156	1.14608	3.588624	3.564704
2.000001238	0.674	1.9256	0.7106	2.3076	0.61568	1.84912	1.0876	2.281	0.85	2.473	0.92248	2.606864	0.96304	2.58752	0.92248	2.606864	0.876	2.7816	2.9256	0.876304	2.95568	3.0004	0.92352	2.98584	2.95776	0.85	2.965	2.8376	1.120961	3.544785	3.800625	1.11488	3.38208	3.56304	1.0906	3.529	3.6336	1.21264	3.61504	3.57552
2.516668133	0.714	1.936	0.7586	2.3166	0.657904	1.85328	1.1366	2.2836	0.913	2.492	0.99112	2.62288	1.03272	2.59792	0.99112	2.62288	0.936	2.7966	2.9526	0.93704	2.97128	3.02328	0.986544	3.00144	2.973984	0.9106	2.981	2.8466	1.193761	3.574945	3.832865	1.186224	3.4112	3.59008	1.1616	3.5596	3.653	1.28752	3.64416	3.58696
3.166666517	0.76	1.948	0.812	2.3276	0.70616	1.85952	1.192	2.2856	0.984	2.5146	1.06704	2.63952	1.11176	2.608944	1.06704	2.63952	1.004	2.814	2.982	1.00464	2.98896	3.048864	1.058304	3.019744	2.991664	0.982	2.9996	2.8566	1.274881	3.608225	3.868641	1.266304	3.445104	3.6192	1.2416	3.592	3.675	1.37072	3.675984	3.600064
4	0.812	1.9616	0.876	2.3396	0.761904	1.86576	1.256	2.288	1.064	2.538	1.1544	2.65928	1.20224	2.621424	1.1544	2.65928	1.082	2.834	3.015	1.08368	3.008304	3.07736	1.13984	3.03992	3.01184	1.062	3.02	2.8676	1.368481	3.645665	3.909825	1.35824	3.48192	3.65248	1.3336	3.6296	3.6986	1.468064	3.712384	3.61504
5.033332633	0.868	1.976	0.9456	2.3516	0.82368	1.872624	1.326	2.29	1.152	2.565	1.25008	2.68008	1.30208	2.634944	1.25008	2.68008	1.168	2.855	3.051	1.17104	3.02952	3.108144	1.23136	3.06176	3.03368	1.1536	3.042	2.8786	1.472481	3.687265	3.953505	1.46016	3.52352	3.68784	1.434	3.671	3.7256	1.57456	3.750864	3.63064
6.350001846	0.932	1.992	1.0246	2.3656	0.89232	1.878864	1.405	2.2926	1.2526	2.594	1.35824	2.70192	1.415024	2.64992	1.35824	2.70192	1.266	2.878	3.088	1.27088	3.05344	3.14288	1.334944	3.086304	3.0576	1.257	3.066	2.8916	1.591041	3.732401	4.003425	1.576224	3.5672	3.72736	1.5496	3.7166	3.755	1.6952	3.793504	3.64832
7.999999294	1.003	2.008	1.1136	2.3776	0.970944	1.886144	1.4926	2.2946	1.3646	2.623	1.47992	2.726464	1.54128	2.66448	1.47992	2.726464	1.376	2.9036	3.127	1.3832	3.07944	3.178864	1.450384	3.11272	3.08256	1.3746	3.093	2.904	1.721041	3.780865	4.055425	1.70352	3.613584	3.76896	1.679	3.7656	3.786	1.831024	3.839264	3.66704
9	1.042	2.016	1.163	2.384	1.01504	1.88864	1.542	2.296	1.4266	2.638	1.54752	2.73832	1.61096	2.672384	1.54752	2.73832	1.4366	2.9176	3.146	1.446224	3.093584	3.197584	1.515904	3.126864	3.09608	1.44	3.1076	2.9116	1.793425	3.806241	4.082465	1.77424	3.63792	3.78976	1.751	3.791	3.803	1.90632	3.8636	3.67744
12.00000267	1.146	2.034	1.2986	2.3996	1.130064	1.89696	1.673	2.298	1.5936	2.673	1.72848	2.7664	1.79712	2.691104	1.72848	2.7664	1.6	2.952	3.1876	1.61616	3.12936	3.242304	1.688544	3.163264	3.12832	1.614	3.1436	2.929	1.986241	3.871345	4.145281	1.96352	3.69824	3.83968	1.9436	3.8556	3.8436	2.10704	3.92288	3.704064
14.99999732	1.237	2.048	1.4166	2.4096	1.23136	1.9032	1.786	2.3	1.7376	2.696	1.88448	2.786784	1.95728	2.704	1.88448	2.786784	1.7396	2.9806	3.2136	1.76384	3.15848	3.27288	1.83872	3.191344	3.15224	1.768	3.173	2.9416	2.150561	3.921681	4.187505	2.12576	3.744	3.87296	2.1106	3.9056	3.8736	2.279264	3.96864	3.724864
