19.00000049	1.342	2.06	1.5556	2.419	1.34784	1.907984	1.9136	2.302	1.9016	2.716	2.06128	2.80384	2.13616	2.716064	2.06128	2.80384	1.897	3.01	3.235	1.933984	3.19072	3.299504	2.0072	3.221504	3.17408	1.9456	3.205	2.9556	2.337761	3.971601	4.222241	2.30672	3.78768	3.9	2.2996	3.955	3.9016	2.47104	4.013984	3.74608
23.99999524	1.454	2.07	1.7066	2.4256	1.46952	1.912144	2.042	2.303	2.0696	2.731	2.242864	2.81632	2.31504	2.7248	2.242864	2.81632	2.0536	3.038	3.2506	2.107664	3.221504	3.31864	2.178384	3.25104	3.190304	2.124	3.2356	2.9676	2.527041	4.015281	4.247201	2.4804	3.825744	3.91872	2.4906	3.998	3.925	2.66136	4.05184	3.7648
30.00000466	1.564	2.078	1.8576	2.4316	1.58912	1.91568	2.158	2.304	2.226	2.742	2.40968	2.82568	2.474784	2.73104	2.40968	2.82568	2.1936	3.0636	3.262	2.26928	3.248544	3.331744	2.334384	3.27704	3.20112	2.2856	3.2626	2.977	2.695521	4.050225	4.264465	2.62704	3.855904	3.929744	2.6626	4.033	3.9406	2.825264	4.082	3.77936
37.99999996	1.68	2.085	2.018	2.4356	1.70768	1.9188	2.266	2.306	2.3736	2.751	2.56256	2.832544	2.615184	2.735824	2.56256	2.832544	2.317	3.0876	3.2706	2.419664	3.274544	3.341104	2.475824	3.301584	3.21048	2.4356	3.2876	2.985	2.845905	4.080385	4.276945	2.74768	3.879824	3.938064	2.8136	4.0626	3.9516	2.964	4.108	3.7908
47.99999681	1.7836	2.0906	2.1616	2.439	1.8096	1.92192	2.3476	2.307	2.488	2.758	2.67904	2.83712	2.71648	2.73936	2.67904	2.83712	2.406	3.1066	3.2776	2.53552	3.2968	3.347344	2.583984	3.322384	3.216304	2.548	3.3096	2.9906	2.953441	4.102641	4.286305	2.83088	3.89896	3.944304	2.922	4.085	3.959	3.059264	4.127344	3.798704
60.00000477	1.865	2.096	2.271	2.442	1.88448	1.924	2.4016	2.308	2.564	2.7636	2.753504	2.84128	2.780544	2.743104	2.753504	2.84128	2.463	3.123	3.2836	2.61248	3.314064	3.351504	2.652	3.3384	3.220464	2.62	3.327	2.995	3.019585	4.119905	4.292545	2.8808	3.913104	3.94888	2.9896	4.101	3.9636	3.115424	4.14232	3.80432
76.00000197	1.93	2.1	2.353	2.4456	1.940224	1.92608	2.4396	2.3096	2.616	2.769	2.80176	2.8444	2.822144	2.7456	2.80176	2.8444	2.5	3.1366	3.2886	2.6624	3.329664	3.35608	2.69568	3.35296	3.223584	2.665	3.3416	2.999	3.061601	4.133425	4.298785	2.912624	3.92496	3.952624	3.0316	4.1156	3.9676	3.150784	4.155424	3.80848
94.99999328	1.9716	2.104	2.3996	2.447	1.97392	1.92816	2.462	2.31	2.6456	2.7736	2.8288	2.84752	2.84544	2.74768	2.8288	2.84752	2.522	3.148	3.2936	2.69152	3.342144	3.359824	2.72168	3.3644	3.22712	2.6916	3.3536	3.0016	3.086145	4.144865	4.304401	2.93176	3.93536	3.95616	3.0556	4.1266	3.9716	3.172	4.1652	3.8116
119.9999967	2	2.108	2.4296	2.4496	1.997424	1.929824	2.478	2.3116	2.665	2.7776	2.84752	2.8496	2.86208	2.74976	2.84752	2.8496	2.5376	3.1586	3.298	2.71024	3.352544	3.36232	2.738944	3.374384	3.2292	2.7086	3.3636	3.004	3.103201	4.154225	4.308561	2.94528	3.94368	3.958864	3.0716	4.1356	3.9736	3.187184	4.174144	3.81472
151.0000067	2.019	2.112	2.448	2.4516	2.01344	1.930864	2.49	2.312	2.678	2.7816	2.860624	2.85168	2.874144	2.75184	2.860624	2.85168	2.549	3.1666	3.3016	2.723344	3.361904	3.36544	2.7508	3.38312	3.231904	2.7206	3.372	3.0066	3.114641	4.161505	4.312721	2.95568	3.951584	3.961984	3.0836	4.1436	3.9766	3.198	4.182464	3.8168
190.0000068	2.032	2.1146	2.462	2.4536	2.02384	1.93232	2.4986	2.3136	2.6886	2.7846	2.869984	2.85376	2.882464	2.75392	2.869984	2.85376	2.558	3.174	3.3056	2.73312	3.3696	3.368144	2.760784	3.391024	3.233984	2.73	3.3796	3.0086	3.124001	4.169201	4.315841	2.964	3.95824	3.96448	3.0926	4.151	3.979	3.206944	4.188704	3.81888
239.9999881	2.0436	2.118	2.473	2.4556	2.03424	1.9344	2.506	2.3146	2.6966	2.788	2.87664	2.85584	2.88912	2.755584	2.87664	2.85584	2.565	3.1816	3.309	2.74144	3.376464	3.370224	2.768064	3.39768	3.23648	2.7376	3.387	3.0106	3.130865	4.176065	4.319585	2.970864	3.96448	3.96656	3.1	4.1576	3.981	3.214224	4.194944	3.82096
301.9999932	2.051	2.1216	2.4806	2.4576	2.041104	1.936064	2.512	2.315	2.7036	2.7916	2.88288	2.85792	2.89536	2.75704	2.88288	2.85792	2.5716	3.1876	3.312	2.74768	3.382704	3.372304	2.774304	3.403504	3.238144	2.744	3.393	3.012	3.137105	4.181681	4.323121	2.97648	3.96968	3.96864	3.106	4.1636	3.983	3.22088	4.201184	3.822624
380.9999884	2.058	2.1246	2.49	2.459	2.04672	1.93648	2.518	2.316	2.7096	2.794	2.88912	2.86	2.901184	2.75808	2.88912	2.86	2.577	3.1936	3.315	2.75288	3.388944	3.3748	2.77992	3.40912	3.240224	2.749	3.3986	3.0136	3.142721	4.186881	4.325825	2.98272	3.97488	3.97072	3.1116	4.1686	3.9846	3.226704	4.20576	3.82408
479.9999868	2.064	2.128	2.4956	2.461	2.05296	1.93856	2.5226	2.3166	2.7146	2.7966	2.89328	2.86208	2.90576	2.759744	2.89328	2.86208	2.582	3.199	3.318	2.75808	3.39352	3.37688	2.78512	3.41432	3.24168	2.754	3.4036	3.0156	3.147921	4.192081	4.328945	2.98688	3.98008	3.9728	3.117	4.173	3.9856	3.231904	4.21096	3.82512
605.0000122	2.07	2.13	2.5006	2.462	2.057744	1.9396	2.528	2.3176	2.7196	2.7996	2.89744	2.862704	2.90992	2.7612	2.89744	2.862704	2.5876	3.204	3.3206	2.76224	3.39872	3.378544	2.79032	3.419104	3.243344	2.7586	3.409	3.0166	3.152705	4.196865	4.332065	2.99208	3.98528	3.97488	3.1216	4.178	3.9876	3.23648	4.215744	3.826784
761.9999733	2.0756	2.133	2.505	2.4636	2.06336	1.94064	2.5316	2.318	2.724	2.802	2.9016	2.86416	2.91408	2.76224	2.9016	2.86416	2.592	3.2086	3.3236	2.767024	3.40288	3.380624	2.795104	3.424304	3.244384	2.763	3.4136	3.0176	3.156865	4.201441	4.334145	2.996864	3.98944	3.97696	3.126	4.183	3.9896	3.24064	4.22032	3.82824
960.0000143	2.08	2.136	2.509	2.465	2.066064	1.94272	2.535	2.318	2.728	2.804	2.90576	2.86624	2.91824	2.76328	2.90576	2.86624	2.596	3.2126	3.3266	2.771184	3.407664	3.382704	2.79968	3.428464	3.246464	2.7676	3.418	3.019	3.160401	4.205185	4.336225	3.00144	3.9936	3.978624	3.1296	4.187	3.99	3.2448	4.22448	3.82928
1079.99997	2.082	2.1376	2.5106	2.4656	2.06856	1.94272	2.5376	2.319	2.73	2.806	2.90784	2.866864	2.92032	2.763904	2.90784	2.866864	2.599	3.2156	3.328	2.77264	3.409744	3.383744	2.80176	3.430544	3.24688	2.7696	3.4206	3.0196	3.163105	4.207265	4.338305	3.00352	3.996304	3.97904	3.1316	4.1896	3.991	3.24688	4.22656	3.82928
1260.000021	2.085	2.139	2.513	2.4666	2.07168	1.94272	2.54	2.3196	2.733	2.807	2.910544	2.867904	2.923024	2.76432	2.910544	2.867904	2.602	3.2186	3.3296	2.77576	3.41224	3.384784	2.804464	3.433664	3.24792	2.772	3.4236	3.0196	3.165601	4.210385	4.339761	3.0056	3.99984	3.980704	3.1346	4.1916	3.9916	3.25	4.229264	3.83032
1440.000006	2.088	2.1406	2.515	2.467	2.07376	1.94376	2.542	2.32	2.735	2.808	2.913664	2.86832	2.925104	2.76536	2.913664	2.86832	2.6046	3.2206	3.331	2.778464	3.414944	3.385824	2.80696	3.43616	3.248544	2.774	3.4256	3.0206	3.167265	4.211841	4.340801	3.009344	4.00192	3.981744	3.136	4.1936	3.994	3.25208	4.231344	3.830944
